-7.746162051778624434e-33 6.713188724128634186e-33 1.482391532045761157e-29 6.000000000000000000e+01
-7.746162051778623822e-23 6.713188724128633487e-23 1.482391532045760981e-19 6.285694516737987669e+01
1.998906495081308503e-21 2.408239711060938741e-21 2.860471488350706761e-19 6.584992592958337809e+01
-4.895696623904845994e-22 4.149513215743850785e-22 4.194153168703285552e-19 6.898541972386414045e+01
-1.799643569547448251e-21 2.142439871621158895e-21 5.507885016714153349e-19 7.227021241552694164e+01
1.026283688987088624e-21 7.614349400406154020e-21 6.850006316621319876e-19 7.571141298396122465e+01
-1.109431028435612903e-21 -3.467830346445538801e-21 8.286333276289647002e-19 7.931646890796176308e+01
-4.162639306378527135e-21 1.013986423517525646e-21 9.840708171330951930e-19 8.309318228363238745e+01
1.917771565626263881e-21 4.237669156411957916e-21 1.160720858204844076e-18 8.704972670975637072e+01
-3.372918041342608866e-21 -3.513384567123144051e-21 1.365087918243394717e-18 9.119466497717603204e+01
-4.605599061311120063e-21 -2.405548534256344618e-21 1.606552525689520644e-18 9.553696760046553038e+01
2.901711290637956921e-21 -5.614018934180768911e-21 1.896309934447815244e-18 1.000860322320035039e+02
1.558913784629839274e-21 7.316880868834773575e-21 2.248906518369183479e-18 1.048517040004610266e+02
-7.115166566327644058e-21 -5.264842820078484957e-21 2.683339659940983639e-18 1.098442968177221246e+02
6.510896770584043242e-21 -9.091447390408605286e-21 3.223870429512587206e-18 1.150746157003493835e+02
6.206171616896662177e-21 -1.192201230474900380e-20 3.900303115655065293e-18 1.205539801539028133e+02
-1.419390610706403140e-20 3.864781957626836844e-21 4.756048184736814605e-18 1.262942486707212453e+02
-1.201953793635819105e-20 -1.715776027294266069e-20 5.847024891500020152e-18 1.323078443941828084e+02
-1.236778460432205654e-20 1.821753807271418264e-20 7.249129336407835514e-18 1.386077820049895593e+02
-2.822139941000202576e-20 1.036169161333676077e-20 9.069636796710360134e-18 1.452076958876629362e+02
3.550017897917644898e-20 -1.767822831124936847e-20 1.145433622432430201e-17 1.521218696382067606e+02
-1.153673071795469854e-21 -4.246062293975464388e-20 1.459040392107637403e-17 1.593652669768011094e+02
2.047440015375664002e-20 -5.138492734789771479e-20 1.879655657476656128e-17 1.669535641324274593e+02
