1.156523785590160584e-32 4.852794172127868295e-31 4.809728992907308966e-28 6.000000000000000000e+01
1.156523785590160502e-22 4.852794172127867971e-21 4.809728992907308854e-18 6.285694516737987669e+01
1.341551013891727096e-19 9.846785107340824982e-22 9.272216530547570326e-18 6.584992592958337809e+01
-9.779619751873886561e-22 3.775921937675196900e-21 1.359582842016283333e-17 6.898541972386414045e+01
3.087819162386340296e-20 -4.664903774971335133e-21 1.784855558458765212e-17 7.227021241552694164e+01
3.202643426277805727e-19 5.693041489730542554e-20 2.213049087243697692e-17 7.571141298396122465e+01
-9.620670448827024258e-22 -4.871173787558495091e-21 2.675924894731403632e-17 7.931646890796176308e+01
4.155841488385161231e-20 3.900775445086134705e-21 3.172340961174830965e-17 8.309318228363238745e+01
3.271613297742372325e-19 -3.427732827034678047e-19 3.719887913709611472e-17 8.704972670975637072e+01
8.634010596547352462e-20 4.969670054003935940e-20 4.363154657992581275e-17 9.119466497717603204e+01
-7.712739243238721995e-20 1.184259874838298171e-19 5.095241632149826978e-17 9.553696760046553038e+01
-3.078996185966793320e-20 1.892275089651122226e-19 5.972353358717731392e-17 1.000860322320035039e+02
7.751456715100110863e-21 -1.515060913631177261e-19 7.028031129867499648e-17 1.048517040004610266e+02
6.234003931134012689e-20 -1.233434933382115461e-19 8.309553714551604532e-17 1.098442968177221246e+02
-1.019903715198491727e-19 -7.297995606343612262e-20 9.889029036490432584e-17 1.150746157003493835e+02
-7.338086656642199976e-20 9.420849585375750700e-20 1.184788135219887000e-16 1.205539801539028133e+02
-1.279665045093652180e-19 5.527552174611982168e-20 1.430458474229099342e-16 1.262942486707212453e+02
-2.191485607426947520e-20 1.342143728527508905e-19 1.741042052816056837e-16 1.323078443941828084e+02
-1.320437283253116902e-19 1.100971819451083155e-19 2.137209284725069159e-16 1.386077820049895593e+02
-8.777890870890693003e-20 1.605274402452947134e-19 2.647327696081010106e-16 1.452076958876629362e+02
-8.093827260007808150e-21 -2.403611747010192715e-19 3.309197359629208054e-16 1.521218696382067606e+02
-1.116982099752197636e-19 2.396283853722729250e-19 4.177029329500237267e-16 1.593652669768011094e+02
9.009606652557027382e-20 -3.219902726866222074e-19 5.325414191505422635e-16 1.669535641324274593e+02
2.689341942136098707e-19 -3.475834879177456590e-19 6.859718335081250378e-16 1.749031837695106333e+02
-3.249928328635706645e-19 5.377588288961612604e-19 8.930920998800429508e-16 1.832313305300048398e+02
7.055692589115093632e-19 3.136341071802835111e-19 1.175606451553040951e-15 1.919560282678429814e+02
5.574047687954697503e-19 -8.662325834857813867e-19 1.565170039688420199e-15 2.010961590563305492e+02
-1.231212029897149380e-18 -1.812927291775521138e-19 2.108208690715878092e-15 2.106715040529079772e+02
1.368181911585112900e-18 4.743200602780948560e-19 2.874108078464446381e-15 2.207027863097181637e+02
-5.197710657926243272e-19 3.278618062059513408e-18 3.966906220894427350e-15 2.312117156226317718e+02
2.185597392390643264e-18 7.193154674365350423e-19 5.546382403486431090e-15 2.422210355157933463e+02
-5.180851534537954852e-18 4.846853172610749255e-18 7.855157482884094489e-15 2.537545724633700672e+02
2.114313517955155544e-18 4.937757702825482548e-18 1.127630322501920960e-14 2.658372874550327651e+02
1.886017173383534980e-18 9.823534408822314371e-18 1.641606494717994321e-14 2.784953300167667862e+02
-1.336851372123703901e-17 -1.751252378864340395e-17 2.423465006952414831e-14 2.917560948039213713e+02
-1.821754017105428686e-17 1.160194491982661275e-17 3.630929243825646587e-14 3.056482808889826401e+02
-3.013642528706345533e-17 5.674250240340706768e-17 5.522097755945070459e-14 3.202019538723785672e+02
1.118264467130676955e-16 6.027075003964614415e-17 8.527739579031740686e-14 3.354486109507335527e+02
