5.278882920441242199e-33 -2.734500032920235969e-32 3.356058653108740170e-29 6.000000000000000000e+01
5.278882920441242243e-23 -2.734500032920236076e-22 3.356058653108739899e-19 6.285694516737987669e+01
-7.724453285488283751e-21 -2.021488854492909481e-21 6.477565797361171187e-19 6.584992592958337809e+01
2.686686496563041842e-22 -6.031379543711387591e-23 9.506640965707963718e-19 6.898541972386414045e+01
2.410949349085046608e-21 5.109707054596916481e-21 1.250256464206899609e-18 7.227021241552694164e+01
1.719499689633730141e-20 -9.440056518438066599e-21 1.555489492360970907e-18 7.571141298396122465e+01
-1.712850726067630540e-21 -1.397912280915642475e-21 1.884576449951418869e-18 7.931646890796176308e+01
-5.571821608410746554e-21 -4.692829409311886113e-21 2.240476790497635894e-18 8.309318228363238745e+01
9.868373241239210586e-21 1.452541188692058630e-20 2.642354841891735233e-18 8.704972670975637072e+01
-1.029980688460294284e-20 -1.024316222732947434e-20 3.109130834741601542e-18 9.119466497717603204e+01
-1.281104644885582800e-20 -4.465242205679488805e-21 3.652585358780440599e-18 9.553696760046553038e+01
-1.381586121486134607e-20 2.312999981307160252e-21 4.305407687320223904e-18 1.000860322320035039e+02
1.552689549588991411e-20 1.336874202111781786e-21 5.094859378216575082e-18 1.048517040004610266e+02
8.203998651386821895e-21 -1.504879548641259663e-20 6.060483100687658370e-18 1.098442968177221246e+02
-1.470343262899351013e-20 -1.169744257250199102e-20 7.257781853654590437e-18 1.150746157003493835e+02
1.665445460665598322e-20 1.478498087906729186e-20 8.751121313829588158e-18 1.205539801539028133e+02
1.905060874313322509e-20 1.600758791860565512e-20 1.063590978970503184e-17 1.262942486707212453e+02
-2.428283683353922735e-20 1.984163661399681887e-20 1.302813396124415389e-17 1.323078443941828084e+02
1.288309257770519206e-20 -3.471939492505616377e-20 1.609612447507109231e-17 1.386077820049895593e+02
9.757325329436040408e-21 4.270468454932476746e-20 2.006902306468164806e-17 1.452076958876629362e+02
-5.937333079730682789e-20 5.237745195492400578e-21 2.526126938013661144e-17 1.521218696382067606e+02
-7.326599194848809062e-20 1.442259032753500495e-20 3.209579577868111671e-17 1.593652669768011094e+02
6.069846270693539912e-20 4.710709214395774116e-20 4.119344047157200231e-17 1.669535641324274593e+02
-4.050716232992361353e-20 1.262304699389012586e-19 5.341669111132760695e-17 1.749031837695106333e+02
1.303167465048093131e-19 -3.287243013481160379e-21 7.002332610644356778e-17 1.832313305300048398e+02
1.824418142453711864e-19 8.922660508505226704e-20 9.284107086848193113e-17 1.919560282678429814e+02
-2.995159706755427645e-19 -8.946107202946072811e-20 1.245125435060303549e-16 2.010961590563305492e+02
-2.133094524632516613e-19 2.400083680450817636e-19 1.688952897046106921e-16 2.106715040529079772e+02
-3.537713803084197216e-19 2.495855739822033957e-19 2.321409285902773523e-16 2.207027863097181637e+02
-5.272896674292993434e-19 -6.036613400486543863e-19 3.229335091491126013e-16 2.312117156226317718e+02
9.668397670176987751e-19 9.017392507394289156e-19 4.553554015124798657e-16 2.422210355157933463e+02
5.790618566947548207e-19 -1.624689413374618577e-18 6.508694478675018617e-16 2.537545724633700672e+02
-1.565547100651114420e-18 -1.624857893461373449e-18 9.430069767332432392e-16 2.658372874550327651e+02
-2.975569672644362340e-18 -7.527452938059140762e-19 1.386301931622256077e-15 2.784953300167667862e+02
-4.247222863719810811e-18 -3.883104713634654403e-19 2.068594892345203265e-15 2.917560948039213713e+02
-7.836204892397687544e-18 4.128211058797389483e-19 3.137323124843835218e-15 3.056482808889826401e+02
3.594657190470198578e-17 9.261408063903401551e-18 4.829854401637605205e-15 3.202019538723785672e+02
3.716643994510256737e-17 -7.878465830562932194e-17 7.572976363946814790e-15 3.354486109507335527e+02
-8.286705892245922111e-17 -1.781687298553253021e-16 1.204122549121895285e-14 3.514212490833998572e+02
-4.531047876548073779e-16 -1.373031751943894307e-16 1.966787378002392216e-14 3.681544364047903741e+02
-9.808891905546151653e-16 5.194751679453410651e-16 3.283026427782078156e-14 3.856843870370593663e+02
-8.719169400571614873e-16 2.440882280537188558e-15 5.719230842657447224e-14 4.040490394650494750e+02
2.267906357134860812e-15 5.786270110908984728e-15 1.058166024829119350e-13 4.232881386431184865e+02
